,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,300050.SZ,20191018,5.8,5.86,5.64,5.65,5.79,-0.14,-2.418,81413.98,46856.08
1,300050.SZ,20191017,5.78,5.89,5.75,5.79,5.86,-0.07,-1.1945,82702.8,48102.558
2,300050.SZ,20191016,5.88,5.97,5.83,5.86,5.96,-0.1,-1.6779,103054.59,60586.996
3,300050.SZ,20191015,5.83,6.12,5.78,5.96,5.83,0.13,2.2298,193692.97,115623.33
4,300050.SZ,20191014,5.73,5.85,5.7,5.83,5.67,0.16,2.8219,90855.66,52650.21
5,300050.SZ,20191011,5.78,5.78,5.59,5.67,5.72,-0.05,-0.8741,80594.95,45674.59
6,300050.SZ,20191010,5.63,5.76,5.63,5.72,5.66,0.06,1.0601,64017.84,36483.867
7,300050.SZ,20191009,5.54,5.66,5.46,5.66,5.56,0.1,1.7986,52168.32,29127.545
8,300050.SZ,20191008,5.58,5.7,5.55,5.56,5.63,-0.07,-1.2433,61483.46,34661.936
9,300050.SZ,20190930,5.69,5.77,5.58,5.63,5.69,-0.06,-1.0545,67716.64,38380.101
10,300050.SZ,20190927,5.62,5.76,5.61,5.69,5.61,0.08,1.426,88990.14,50665.046
11,300050.SZ,20190926,5.94,5.98,5.58,5.61,5.92,-0.31,-5.2365,150401.49,86586.109
12,300050.SZ,20190925,5.99,6.06,5.92,5.92,6.09,-0.17,-2.7915,140203.29,83896.629
13,300050.SZ,20190924,6.07,6.25,6.06,6.09,6.11,-0.02,-0.3273,165881.06,101930.168
14,300050.SZ,20190923,6.24,6.27,5.98,6.11,6.34,-0.23,-3.6278,253646.33,153955.337
15,300050.SZ,20190920,6.21,6.58,6.21,6.34,6.24,0.1,1.6026,337815.37,216741.391
16,300050.SZ,20190919,6.15,6.34,6.13,6.24,6.33,-0.09,-1.4218,422508.52,262212.456
17,300050.SZ,20190918,6.44,6.68,6.21,6.33,6.07,0.26,4.2834,652244.24,427067.518
18,300050.SZ,20190917,6.44,6.48,5.97,6.07,6.25,-0.18,-2.88,253603.33,156372.155
19,300050.SZ,20190916,6.15,6.38,6.03,6.25,6.08,0.17,2.7961,229772.51,142880.081
20,300050.SZ,20190912,6.0,6.11,6.0,6.08,5.96,0.12,2.0134,86501.25,52481.734
21,300050.SZ,20190911,6.1,6.12,5.95,5.96,6.09,-0.13,-2.1346,91845.6,55315.974
22,300050.SZ,20190910,6.13,6.21,6.01,6.09,6.1,-0.01,-0.1639,121386.7,73734.258
23,300050.SZ,20190909,5.88,6.16,5.83,6.1,5.8,0.3,5.1724,172353.05,103944.659
24,300050.SZ,20190906,5.76,5.93,5.72,5.8,5.74,0.06,1.0453,95104.21,55481.163
25,300050.SZ,20190905,5.72,5.87,5.72,5.74,5.72,0.02,0.3497,105679.63,61289.34
26,300050.SZ,20190904,5.64,5.73,5.62,5.72,5.68,0.04,0.7042,70117.96,39849.85
27,300050.SZ,20190903,5.58,5.71,5.57,5.68,5.59,0.09,1.61,93236.63,52771.884
28,300050.SZ,20190902,5.4,5.63,5.39,5.59,5.4,0.19,3.5185,86500.67,47938.132
29,300050.SZ,20190830,5.62,5.65,5.36,5.4,5.57,-0.17,-3.0521,77184.59,42323.462
30,300050.SZ,20190829,5.62,5.67,5.53,5.57,5.61,-0.04,-0.713,71839.69,40162.765
31,300050.SZ,20190828,5.56,5.65,5.51,5.61,5.57,0.04,0.7181,82104.34,45939.086
32,300050.SZ,20190827,5.4,5.6,5.38,5.57,5.36,0.21,3.9179,86164.67,47655.399
33,300050.SZ,20190826,5.41,5.46,5.32,5.36,5.57,-0.21,-3.7702,65407.02,35209.424
34,300050.SZ,20190823,5.64,5.64,5.46,5.57,5.6,-0.03,-0.5357,70915.11,39131.918
35,300050.SZ,20190822,5.6,5.64,5.54,5.6,5.6,0.0,0.0,69786.73,38962.583
36,300050.SZ,20190821,5.63,5.72,5.55,5.6,5.58,0.02,0.3584,83062.2,46781.605
37,300050.SZ,20190820,5.54,5.66,5.54,5.58,5.54,0.04,0.722,74476.11,41782.705
38,300050.SZ,20190819,5.41,5.55,5.4,5.54,5.33,0.21,3.94,67001.01,36741.757
39,300050.SZ,20190816,5.3,5.4,5.29,5.33,5.32,0.01,0.188,43509.7,23304.333
40,300050.SZ,20190815,5.14,5.33,5.11,5.32,5.26,0.06,1.1407,47894.87,24995.425
41,300050.SZ,20190814,5.32,5.38,5.22,5.26,5.26,0.0,0.0,44152.35,23455.776
42,300050.SZ,20190813,5.18,5.31,5.15,5.26,5.23,0.03,0.5736,43215.0,22696.473
43,300050.SZ,20190812,5.08,5.23,5.04,5.23,5.08,0.15,2.9528,48540.17,25016.624
44,300050.SZ,20190809,5.13,5.27,5.06,5.08,5.19,-0.11,-2.1195,55318.48,28510.785
