,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,300136.SZ,20191023,39.18,39.83,38.6,38.83,39.3,-0.47,-1.1959,372362.91,1460154.061
1,300136.SZ,20191022,38.43,39.3,37.89,39.3,38.18,1.12,2.9335,497113.47,1921616.609
2,300136.SZ,20191021,36.85,38.18,35.7,38.18,37.22,0.96,2.5793,361549.35,1345851.667
3,300136.SZ,20191018,37.35,38.67,37.12,37.22,37.43,-0.21,-0.561,471808.05,1787187.303
4,300136.SZ,20191017,36.66,37.95,36.21,37.43,36.54,0.89,2.4357,404749.0,1511932.746
5,300136.SZ,20191016,36.92,37.55,36.4,36.54,36.56,-0.02,-0.0547,343452.97,1266633.831
6,300136.SZ,20191015,37.45,37.45,36.4,36.56,37.52,-0.96,-2.5586,357416.26,1317371.247
7,300136.SZ,20191014,38.2,38.69,37.1,37.52,37.5,0.02,0.0533,447685.13,1690968.956
8,300136.SZ,20191011,36.9,38.11,36.5,37.5,37.11,0.39,1.0509,616278.05,2301285.266
9,300136.SZ,20191010,34.8,37.11,34.75,37.11,33.74,3.37,9.9881,823915.65,3016276.579
10,300136.SZ,20191009,32.68,33.94,32.03,33.74,33.07,0.67,2.026,374726.99,1241975.531
11,300136.SZ,20191008,35.67,36.62,32.87,33.07,35.8,-2.73,-7.6257,498717.44,1721990.59
12,300136.SZ,20190930,35.76,36.45,34.74,35.8,35.82,-0.02,-0.0558,315938.84,1132909.991
13,300136.SZ,20190927,33.88,36.17,33.88,35.82,33.95,1.87,5.5081,381205.53,1346032.788
14,300136.SZ,20190926,35.39,35.58,33.5,33.95,35.33,-1.38,-3.906,420320.72,1450838.903
15,300136.SZ,20190925,37.0,37.27,35.3,35.33,37.5,-2.17,-5.7867,486948.05,1751187.191
16,300136.SZ,20190924,37.78,38.67,37.1,37.5,37.77,-0.27,-0.7149,444404.58,1682312.907
17,300136.SZ,20190923,36.98,38.28,36.21,37.77,36.63,1.14,3.1122,453101.19,1691919.375
18,300136.SZ,20190920,37.88,38.38,36.49,36.63,36.48,0.15,0.4112,598615.35,2241402.48
19,300136.SZ,20190919,34.98,36.79,34.85,36.48,34.91,1.57,4.4973,468075.22,1676592.692
20,300136.SZ,20190918,34.75,35.58,34.12,34.91,34.9,0.01,0.0287,343605.47,1197802.818
21,300136.SZ,20190917,35.1,35.6,34.15,34.9,35.4,-0.5,-1.4124,264620.36,922847.788
22,300136.SZ,20190916,35.0,35.8,34.25,35.4,34.68,0.72,2.0761,341525.48,1204215.946
23,300136.SZ,20190912,34.6,35.08,34.1,34.68,34.36,0.32,0.9313,273113.18,947308.712
24,300136.SZ,20190911,35.45,35.76,34.1,34.36,35.43,-1.07,-3.02,404858.59,1407532.341
25,300136.SZ,20190910,37.2,37.45,34.9,35.43,37.48,-2.05,-5.4696,534231.27,1919158.149
26,300136.SZ,20190909,35.96,37.7,35.48,37.48,35.93,1.55,4.3139,492601.87,1798973.979
27,300136.SZ,20190906,36.0,36.75,34.75,35.93,35.56,0.37,1.0405,379843.6,1354352.829
28,300136.SZ,20190905,35.55,37.07,34.76,35.56,35.33,0.23,0.651,510622.62,1828403.611
29,300136.SZ,20190904,34.72,35.54,34.31,35.33,34.67,0.66,1.9037,430468.42,1507424.511
30,300136.SZ,20190903,32.76,35.29,32.66,34.67,32.75,1.92,5.8626,604459.09,2068028.364
31,300136.SZ,20190902,31.82,32.96,31.18,32.75,31.8,0.95,2.9874,401888.27,1294019.08
32,300136.SZ,20190830,32.9,33.63,31.38,31.8,32.39,-0.59,-1.8215,512501.34,1670568.606
33,300136.SZ,20190829,32.5,33.06,32.01,32.39,32.55,-0.16,-0.4916,351816.02,1146993.969
34,300136.SZ,20190828,32.32,33.02,31.62,32.55,31.89,0.66,2.0696,476174.05,1552954.037
35,300136.SZ,20190827,32.21,33.06,31.69,31.89,31.99,-0.1,-0.3126,439136.75,1421302.34
36,300136.SZ,20190826,31.88,32.44,31.45,31.99,32.68,-0.69,-2.1114,387775.61,1237736.884
37,300136.SZ,20190823,32.7,32.95,31.68,32.68,32.61,0.07,0.2147,447392.04,1441443.707
38,300136.SZ,20190822,33.5,33.61,32.07,32.61,33.74,-1.13,-3.3491,466463.44,1530640.651
39,300136.SZ,20190821,33.0,34.55,32.71,33.74,33.14,0.6,1.8105,460943.06,1550182.104
40,300136.SZ,20190820,33.2,33.71,32.7,33.14,33.07,0.07,0.2117,418896.22,1391916.052
41,300136.SZ,20190819,33.6,34.77,32.82,33.07,32.4,0.67,2.0679,663523.91,2232403.22
42,300136.SZ,20190816,32.6,33.6,32.15,32.4,32.75,-0.35,-1.0687,538494.68,1766841.493
43,300136.SZ,20190815,29.83,32.75,29.75,32.75,30.48,2.27,7.4475,611134.23,1899807.13
44,300136.SZ,20190814,32.0,32.78,30.4,30.48,31.1,-0.62,-1.9936,616828.11,1952441.184
45,300136.SZ,20190813,30.01,31.57,30.0,31.1,30.7,0.4,1.3029,589556.76,1818752.511
46,300136.SZ,20190812,28.11,30.91,27.64,30.7,28.1,2.6,9.2527,668545.34,1970200.5
47,300136.SZ,20190809,28.1,28.65,27.27,28.1,27.72,0.38,1.3709,520704.07,1463427.4
48,300136.SZ,20190808,27.81,28.25,26.97,27.72,27.64,0.08,0.2894,436721.71,1205120.609
49,300136.SZ,20190807,28.41,28.71,27.58,27.64,28.45,-0.81,-2.8471,411898.93,1156979.458
50,300136.SZ,20190806,26.98,28.63,26.85,28.45,27.83,0.62,2.2278,577007.89,1593041.797
51,300136.SZ,20190805,28.0,29.23,27.68,27.83,28.27,-0.44,-1.5564,483028.15,1370317.78
52,300136.SZ,20190802,27.9,28.62,27.5,28.27,29.1,-0.83,-2.8522,497136.6,1396750.957
53,300136.SZ,20190801,28.1,29.25,27.94,29.1,28.16,0.94,3.3381,527613.95,1514582.89
54,300136.SZ,20190731,28.02,28.5,27.84,28.16,27.86,0.3,1.0768,379947.91,1073603.076
55,300136.SZ,20190730,28.43,28.68,27.85,27.86,28.43,-0.57,-2.0049,393026.53,1106803.799
56,300136.SZ,20190729,28.17,28.55,27.78,28.43,28.08,0.35,1.2464,476185.81,1343786.094
57,300136.SZ,20190726,27.63,28.16,27.35,28.08,27.97,0.11,0.3933,463066.52,1285950.728
58,300136.SZ,20190725,26.6,28.25,26.3,27.97,26.39,1.58,5.9871,873723.52,2390667.434
59,300136.SZ,20190724,24.52,26.7,24.52,26.39,24.28,2.11,8.6903,886284.22,2307990.134
60,300136.SZ,20190723,23.41,24.34,23.31,24.28,23.4,0.88,3.7607,284551.9,680944.858
61,300136.SZ,20190722,23.77,24.1,23.15,23.4,23.62,-0.22,-0.9314,186052.45,440157.476
62,300136.SZ,20190719,23.59,23.95,23.35,23.62,23.4,0.22,0.9402,189345.31,448843.51
63,300136.SZ,20190718,23.79,24.01,23.34,23.4,24.0,-0.6,-2.5,244610.02,577360.69
