,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,600661.SH,20191021,18.91,18.91,18.34,18.42,18.66,-0.24,-1.2862,3630.11,6701.586
1,600661.SH,20191018,19.14,19.14,18.6,18.66,18.93,-0.27,-1.4263,2503.51,4697.071
2,600661.SH,20191017,18.89,19.12,18.76,18.93,18.9,0.03,0.1587,2934.52,5565.373
3,600661.SH,20191016,19.29,19.29,18.89,18.9,19.29,-0.39,-2.0218,2956.0,5635.895
4,600661.SH,20191015,19.06,19.34,19.06,19.29,19.17,0.12,0.626,3908.0,7520.045
5,600661.SH,20191014,19.15,19.34,19.03,19.17,18.98,0.19,1.0011,5247.19,10075.603
6,600661.SH,20191011,18.98,19.1,18.85,18.98,18.99,-0.01,-0.0527,3223.33,6120.185
7,600661.SH,20191010,18.79,19.1,18.76,18.99,18.95,0.04,0.2111,2768.71,5255.944
8,600661.SH,20191009,18.59,18.98,18.45,18.95,18.61,0.34,1.827,3307.66,6190.49
9,600661.SH,20191008,18.66,18.77,18.52,18.61,18.66,-0.05,-0.268,3216.94,5996.924
10,600661.SH,20190930,19.02,19.02,18.66,18.66,18.92,-0.26,-1.3742,4557.0,8549.557
11,600661.SH,20190927,18.7,19.02,18.7,18.92,18.86,0.06,0.3181,3740.65,7064.098
12,600661.SH,20190926,19.16,19.26,18.69,18.86,19.18,-0.32,-1.6684,6684.12,12674.609
13,600661.SH,20190925,19.65,19.7,19.14,19.18,19.65,-0.47,-2.3919,7677.0,14815.527
14,600661.SH,20190924,19.78,20.04,19.51,19.65,20.05,-0.4,-1.995,9913.28,19543.764
15,600661.SH,20190923,20.1,20.3,19.72,20.05,21.1,-1.05,-4.9763,20355.15,40680.704
16,600661.SH,20190920,19.35,21.1,19.07,21.1,19.2,1.9,9.8958,8043.87,16264.581
17,600661.SH,20190919,19.22,19.3,19.06,19.2,19.19,0.01,0.0521,3395.4,6497.006
18,600661.SH,20190918,18.97,19.3,18.97,19.19,18.97,0.22,1.1597,3980.11,7616.258
19,600661.SH,20190917,19.42,19.6,18.9,18.97,19.56,-0.59,-3.0164,7198.15,13806.465
20,600661.SH,20190916,19.68,19.68,19.36,19.56,19.53,0.03,0.1536,7193.01,14058.107
21,600661.SH,20190912,19.42,19.63,19.42,19.53,19.44,0.09,0.463,3775.28,7369.596
22,600661.SH,20190911,19.78,19.78,19.44,19.44,19.76,-0.32,-1.6194,5890.0,11520.04
23,600661.SH,20190910,19.85,19.97,19.6,19.76,19.87,-0.11,-0.5536,6028.82,11907.735
24,600661.SH,20190909,19.8,19.99,19.72,19.87,19.8,0.07,0.3535,7087.9,14061.637
25,600661.SH,20190906,19.81,19.97,19.54,19.8,19.52,0.28,1.4344,6925.72,13695.297
26,600661.SH,20190905,19.43,19.77,19.33,19.52,19.33,0.19,0.9829,7277.64,14233.018
27,600661.SH,20190904,19.22,19.45,19.2,19.33,19.32,0.01,0.0518,4520.14,8736.65
28,600661.SH,20190903,19.25,19.39,19.04,19.32,19.25,0.07,0.3636,5978.92,11499.724
29,600661.SH,20190902,18.88,19.4,18.72,19.25,19.11,0.14,0.7326,7012.0,13365.085
30,600661.SH,20190830,19.24,19.5,18.89,19.11,19.28,-0.17,-0.8817,6633.21,12665.478
31,600661.SH,20190829,19.55,19.93,19.19,19.28,19.12,0.16,0.8368,7357.0,14333.015
32,600661.SH,20190828,19.11,19.22,18.96,19.12,19.11,0.01,0.0523,4220.06,8036.774
33,600661.SH,20190827,18.78,19.19,18.68,19.11,18.78,0.33,1.7572,4342.5,8261.155
34,600661.SH,20190826,18.52,18.99,18.52,18.78,19.0,-0.22,-1.1579,5032.39,9448.505
35,600661.SH,20190823,19.28,19.57,18.95,19.0,19.38,-0.38,-1.9608,6182.21,11832.782
